modelo,fpr,tpr,umbral
Naive Bayes complementario,0.012658227848101266,0.39602446483180426,0.8870478056191099
Naive Bayes complementario,0.012658227848101266,0.39755351681957185,0.8869784446124639
Naive Bayes complementario,0.01380897583429229,0.39755351681957185,0.8868349851361942
Naive Bayes complementario,0.01380897583429229,0.40061162079510704,0.8867835365116981
Naive Bayes complementario,0.01380897583429229,0.42507645259938837,0.8650755184278109
Naive Bayes complementario,0.014959723820483314,0.42507645259938837,0.8649421898942893
Naive Bayes complementario,0.014959723820483314,0.4617737003058104,0.8300615536370171
Naive Bayes complementario,0.01611047180667434,0.4617737003058104,0.8271658551800211
Naive Bayes complementario,0.01611047180667434,0.463302752293578,0.8261967197180461
Naive Bayes complementario,0.01726121979286536,0.463302752293578,0.8260832454398406
Naive Bayes complementario,0.01726121979286536,0.46636085626911317,0.8225982620040309
Naive Bayes complementario,0.018411967779056387,0.46636085626911317,0.8224655957724434
Naive Bayes complementario,0.018411967779056387,0.4785932721712538,0.8176064793613174
Naive Bayes complementario,0.019562715765247412,0.4785932721712538,0.8155597995426714
Naive Bayes complementario,0.019562715765247412,0.4892966360856269,0.809558371182308
Naive Bayes complementario,0.020713463751438434,0.4892966360856269,0.8094926261826882
Naive Bayes complementario,0.020713463751438434,0.4908256880733945,0.8089807305202452
Naive Bayes complementario,0.02186421173762946,0.4908256880733945,0.8083633685414306
Naive Bayes complementario,0.02186421173762946,0.5076452599388379,0.796701341115718
Naive Bayes complementario,0.023014959723820484,0.5076452599388379,0.7934656131199762
Naive Bayes complementario,0.023014959723820484,0.5122324159021406,0.7914968088268706
Naive Bayes complementario,0.024165707710011506,0.5122324159021406,0.7913212349529954
Naive Bayes complementario,0.024165707710011506,0.5137614678899083,0.7907941055638914
Naive Bayes complementario,0.024165707710011506,0.5168195718654435,0.7894581312175437
Naive Bayes complementario,0.02531645569620253,0.5168195718654435,0.7883823850878411
Naive Bayes complementario,0.02531645569620253,0.5290519877675841,0.7769386959759441
Naive Bayes complementario,0.026467203682393557,0.5290519877675841,0.7754996519355317
Naive Bayes complementario,0.026467203682393557,0.5351681957186545,0.7700326912031547
Naive Bayes complementario,0.02761795166858458,0.5351681957186545,0.7688251587836743
Naive Bayes complementario,0.02761795166858458,0.5458715596330275,0.7596789138612373
Naive Bayes complementario,0.02991944764096663,0.5458715596330275,0.7587452640535758
Naive Bayes complementario,0.02991944764096663,0.5489296636085627,0.7543981505117684
Naive Bayes complementario,0.031070195627157654,0.5489296636085627,0.7509547747385417
Naive Bayes complementario,0.031070195627157654,0.5596330275229358,0.740399166665918
Naive Bayes complementario,0.03222094361334868,0.5596330275229358,0.7353088474468695
Naive Bayes complementario,0.03222094361334868,0.5626911314984709,0.7350159558093701
Naive Bayes complementario,0.0333716915995397,0.5626911314984709,0.7339614096928728
Naive Bayes complementario,0.0333716915995397,0.5642201834862385,0.7338020941782626
Naive Bayes complementario,0.03452243958573072,0.5642201834862385,0.7310269819073528
Naive Bayes complementario,0.03452243958573072,0.5718654434250765,0.7256006167356288
Naive Bayes complementario,0.03567318757192175,0.5718654434250765,0.7228382609300538
Naive Bayes complementario,0.03567318757192175,0.5795107033639144,0.71700005781662
Naive Bayes complementario,0.0379746835443038,0.5795107033639144,0.7168060083498392
Naive Bayes complementario,0.0379746835443038,0.5825688073394495,0.7135677922906881
Naive Bayes complementario,0.039125431530494824,0.5825688073394495,0.7108307904974572
Naive Bayes complementario,0.039125431530494824,0.5902140672782875,0.7065319752908994
Naive Bayes complementario,0.04027617951668585,0.5902140672782875,0.7053381912851576
Naive Bayes complementario,0.04027617951668585,0.5932721712538226,0.7049049520138765
Naive Bayes complementario,0.04142692750287687,0.5932721712538226,0.7040619983414753
Naive Bayes complementario,0.04142692750287687,0.599388379204893,0.6990575641394801
Naive Bayes complementario,0.04257767548906789,0.599388379204893,0.6934045062354547
